trackid,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
7y7w4tl4MaRC2UMEj1mPtr,0.625,0.814,-5.181,0.0657,0.0172,0,0.158,0.535,144.991,R&B
0yjxW8s0Uuk9uKi0Nh9B7T,0.366,0.802,-6.695,0.0357,0.0228,0.644,0.248,0.23,123.889,Rap/Hip Hop
5XqCz18k96K8tx6DAYM97i,0.772,0.83,-5.019,0.0599,0.016,0,0.0843,0.697,94.011,Rap/Hip Hop
7nZ9CzhiFRPhOQCn7eDSnn,0.767,0.547,-11.458,0.0474,0.0399,0.485,0.0949,0.66,103.03,Dance
5Q4UX8hxcaJEtAE9RtsmSY,0.78,0.714,-4.716,0.0943,0.121,1.34e-05,0.244,0.373,124.999,Rap/Hip Hop
4o0LyB69tylqDG6eTGhmig,0.737,0.678,-7.011,0.0962,0.114,0.157,0.123,0.698,102.051,Rap/Hip Hop
2I88NEWpKrAPZuapXNV5G6,0.605,0.553,-10.845,0.101,0.274,0.0152,0.184,0.62,152.076,Rap/Hip Hop
7r7HYGxvCIXzHicl5DGIxM,0.587,0.561,-9.249,0.0264,0.719,0.342,0.168,0.511,92.602,Rap/Hip Hop
2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,-6.365,0.0905,0.259,0,0.252,0.544,86.003,Dance
0TlLq3lA83rQOYtrqBqSct,0.912,0.412,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983,Rap/Hip Hop
3ajiUFrVUHsmU5F2pv3kzd,0.524,0.913,-3.069,0.05,0.106,0.000131,0.177,0.644,123.936,Rap/Hip Hop
0CBQ0m3mufWH75LTYB3s6h,0.902,0.819,-3.321,0.316,0.041,0,0.106,0.745,89.0,Rap/Hip Hop
2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,-5.833,0.125,0.0589,6e-05,0.396,0.35,91.03,Rap/Hip Hop
5H0NU2sHWUnWCcZyYlX46X,0.792,0.555,-7.038,0.34,0.0394,6.39e-06,0.107,0.084,99.954,Rap/Hip Hop
4qKcDkK6siZ7Jp1Jb4m0aL,0.922,0.581,-7.495,0.27,0.00104,5.86e-05,0.105,0.595,140.022,Electro
7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,-8.28,0.206,0.149,5.07e-05,0.114,0.333,100.007,Rap/Hip Hop
6M0IsaUX4GNyto4niSegfI,0.575,0.734,-4.949,0.057,0.0757,0,0.241,0.494,83.986,Rap/Hip Hop
0p0ljM6RxgpGt7wthGqBZa,0.656,0.729,-4.223,0.0765,0.0789,0,0.133,0.438,95.974,Rap/Hip Hop
7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,-5.804,0.04,0.331,0,0.135,0.341,145.038,Rap/Hip Hop
0NZUqq4iLQddokgtiC44Kb,0.755,0.6,-6.431,0.309,0.144,0,0.117,0.652,155.982,Rap/Hip Hop
05KOgYg8PGeJyyWBPi5ja8,0.736,0.491,-6.892,0.439,0.0681,0,0.571,0.203,141.979,Rap/Hip Hop
0ESJlaM8CE1jRWaNtwSNj8,0.743,0.571,-6.054,0.145,0.24,0,0.291,0.495,119.054,Rap/Hip Hop
4EAV2cKiqKP5UPZmY6dejk,0.667,0.741,-4.099,0.0378,0.0425,0,0.0761,0.422,149.908,Pop
1XoMhaVxtcVukieSHOpBtn,0.335,0.888,-5.395,0.0887,0.14,0.604,0.171,0.149,139.77,Alternative
2KtGuSoEszAKKjF7Yovhcg,0.746,0.653,-4.691,0.0574,0.13,0,0.17,0.607,155.947,Dance
0KbIwqCAHmXWu7hrszXY6j,0.934,0.562,-4.609,0.24,0.0476,1.31e-06,0.0608,0.712,96.792,Dance
1OmcAT5Y8eg5bUPv9qJT4R,0.58,0.531,-6.631,0.0776,0.128,0.000127,0.143,0.141,159.786,Rap/Hip Hop
31c9IHwCIONmUYW0jL7Riz,0.907,0.591,-7.507,0.105,0.000359,2.81e-05,0.0897,0.418,149.992,Rap/Hip Hop
7cfvP13Bqb1EyCZQiYsLum,0.878,0.432,-9.852,0.143,0.041,0,0.0571,0.441,86.956,Rap/Hip Hop
2XW4DbS6NddZxRPm5rMCeY,0.758,0.448,-9.441,0.103,0.0309,8.67e-05,0.558,0.373,77.176,Electro
1cTZMwcBJT0Ka3UJPXOeeN,0.567,0.913,-6.471,0.0736,0.0934,0.000124,0.114,0.792,93.35,Pop
303CrEPtIMzTxCOfdZBEzL,0.919,0.45,-5.737,0.0688,0.135,0,0.0577,0.448,91.976,Country
4P04T22VRDMfG7Yk0SMMxP,0.729,0.874,-5.585,0.0324,0.134,0.00011,0.198,0.917,123.001,Rap/Hip Hop
05mAIVLkIWc2d1UBYZBCp8,0.739,0.742,-4.586,0.0329,0.0227,1.39e-06,0.229,0.659,124.016,Alternative
2HvtedoEeymVWrBPyAMNwZ,0.558,0.889,-3.945,0.102,0.191,0.000387,0.328,0.716,170.102,Country
1M0hRg4ccFGMqi00ITrxNv,0.639,0.925,-5.408,0.036,0.000435,0.942,0.341,0.183,128.003,Alternative
20McUFi8KCIVdNDLrkTDuZ,0.767,0.659,-7.429,0.0444,0.325,0,0.13,0.439,124.946,Pop
1r9RygcEuErbQ5yN5jzlQc,0.917,0.494,-5.772,0.085,0.0393,0,0.194,0.341,143.048,Pop
6fIjnWrv46njJHLDAY2JdC,0.512,0.734,-5.448,0.438,0.431,0,0.226,0.168,93.995,Alternative
0GwYkXgQdqY4dyRffHw3HT,0.794,0.44,-7.861,0.131,0.0806,0,0.198,0.276,138.024,Electro
4l6meRCZ5bS8cnMxxMBVvI,0.57,0.479,-10.055,0.033,0.306,1.75e-05,0.0887,0.139,99.949,R&B
1eA6HGJ1qZXEL7NIFKYrXK,0.518,0.411,-8.909,0.0335,0.896,0.000716,0.112,0.0782,120.06,Dance
0pMfPzdRiPAoSM9yWF4OcT,0.611,0.555,-6.372,0.0274,0.0952,0,0.11,0.413,88.969,Pop
0UHgJn9wcpxZ8r90Ospbrh,0.652,0.216,-10.523,0.0752,0.449,0.913,0.123,0.582,83.726,Alternative
7oOsCpcgcLXKkkIPQzQ6cX,0.375,0.261,-11.312,0.0288,0.539,0.0178,0.116,0.139,132.094,Rap/Hip Hop
0Dp07EA5ybveKSUE27CuEd,0.603,0.575,-10.325,0.0285,0.811,0.00183,0.12,0.673,95.116,Pop
6K6OCvFQ4i7KKfGJsOAqY1,0.387,0.374,-6.743,0.0332,0.881,0,0.851,0.393,116.661,Electro
5K7x78NAL50rhfhm73ePNb,0.717,0.708,-9.489,0.0627,0.37,0.000116,0.161,0.209,105.019,Electro
5tWHggoUcAfqEga8uqrIRs,0.675,0.664,-5.446,0.0482,0.219,0,0.181,0.422,99.948,Electro
2JRLoT6z48Pfihyj1s1u77,0.752,0.59,-5.688,0.0259,0.071,9.76e-06,0.095,0.353,101.241,Electro
1MD2yGSeBRALkMui1fZ05P,0.854,0.631,-8.197,0.0452,0.884,0.00999,0.202,0.609,119.986,Electro
0zEKfIm5b8EUcDM3qoPXKX,0.606,0.775,-6.038,0.04,0.0086,0.498,0.305,0.508,140.013,Pop
4TwbiHzsLKYydj4CxrufQB,0.589,0.448,-8.069,0.0442,0.588,0.000581,0.109,0.122,76.037,Pop
01qMOMudbkIHZS9BFPUGNk,0.743,0.529,-6.187,0.0505,0.128,0,0.181,0.438,102.048,R&B
5Ef2noaxqTAfa5gLVw05OJ,0.745,0.719,-4.291,0.19,0.0352,0,0.0639,0.611,99.962,R&B
0cLS7FslBJgsuWwJNRnPWB,0.621,0.692,-5.837,0.0435,0.336,0.000458,0.0877,0.446,144.968,Pop
5VmL8CrjM82tIGWwum8Cbo,0.881,0.561,-7.351,0.14,0.333,0.88,0.148,0.801,95.011,Jazz
6fZpcVRr45Z6fLtciswBBU,0.663,0.666,-5.441,0.125,0.583,3.85e-06,0.222,0.605,159.983,Dance
732OcwU2wklgYhHvRKa4k3,0.522,0.909,-5.962,0.0431,0.000766,0.00028,0.135,0.609,154.997,Pop
67H8U1DqJMTv9vCg7P95uR,0.554,0.786,-4.288,0.0491,0.0024,0,0.148,0.358,120.057,Rap/Hip Hop
0mEFqF30sAoUNKBgCQcsn0,0.605,0.725,-7.337,0.0824,0.00145,0.00528,0.324,0.763,160.008,Electro
07VpEKrmIdk0zMbz0IUquN,0.662,0.676,-5.514,0.0291,0.0588,7.62e-05,0.216,0.419,106.032,Rap/Hip Hop
32T61xmNSIXhGkEszzs0t8,0.699,0.583,-9.731,0.0357,0.05,0.00029,0.091,0.484,109.001,R&B
6TGoYBjxwsLgIzaw9lhfMG,0.789,0.49,-6.588,0.0392,0.784,0.000598,0.112,0.869,140.034,Electro
79OHuiNbjDmlz3xjYMNcaA,0.539,0.535,-9.717,0.0319,0.42,0.632,0.263,0.352,78.885,Rap/Hip Hop
0onslUNmSLDkuYaideYWir,0.767,0.891,-3.01,0.0901,0.00615,0,0.406,0.824,119.91,Rap/Hip Hop
4PZ4xyWBCCJqAeWI8uSLca,0.797,0.507,-9.214,0.0694,0.308,0,0.108,0.447,102.069,Rap/Hip Hop
2yTTfOaptQVJiocgjoQFfi,0.69,0.502,-7.077,0.0638,0.0306,0,0.145,0.329,86.185,Rap/Hip Hop
5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031,Rap/Hip Hop
14aFuIi1l2arBrZfBv9fBP,0.526,0.17,-13.089,0.0411,0.823,0.777,0.114,0.18,117.414,Rap/Hip Hop
1snCATjA8VAZS2YTJQrBfs,0.561,0.856,-3.199,0.0566,0.00824,0.000103,0.107,0.3,151.987,Rap/Hip Hop
6KFaHC9G178beAp7P0Vi5S,0.685,0.61,-5.221,0.0439,0.323,0,0.102,0.323,94.384,Rap/Hip Hop
1gnwGVoG7V08vMX3hyr90x,0.805,0.833,-6.73,0.12,0.0859,0,0.0578,0.703,109.076,Rap/Hip Hop
7rKKh8AGVXuNXgLBpTBTFH,0.546,0.871,-5.81,0.148,0.139,8.28e-05,0.104,0.303,189.723,Rap/Hip Hop
2bjZY6qnQWOLpS0n1TtrbM,0.584,0.616,-5.941,0.0257,0.294,0.0672,0.33,0.101,135.028,Rap/Hip Hop
2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,-3.714,0.222,0.00513,0,0.124,0.446,155.008,Rap/Hip Hop
1HA2V2EfAgJUBVOju4YfiB,0.745,0.672,-5.738,0.0346,0.127,0,0.103,0.641,108.031,Rap/Hip Hop
5hmLPzFW7oH8QQ9LRu1HUl,0.754,0.483,-7.048,0.0331,0.629,0.00068,0.108,0.382,115.032,Reggae
5YLnfy7R2kueN0BRPkjiEG,0.846,0.595,-8.372,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,R&B
6WTZqt2ghvOxdmXCpGb84Z,0.75,0.59,-6.575,0.0728,0.181,1.61e-05,0.101,0.584,103.961,Alternative
1n7D2aCuzDoFTXSje54YA8,0.74,0.71,-6.202,0.0458,0.0585,0.000141,0.187,0.515,117.026,Electro
01z2fBGB8Hl3Jd3zXe4IXR,0.272,0.238,-12.148,0.0349,0.89,0.00925,0.275,0.119,83.507,Electro
5p7GiBZNL1afJJDUrOA6C8,0.69,0.462,-8.054,0.13,0.343,0.00218,0.113,0.325,157.655,Electro
2dgrYdgguVZKeCsrVb9XEs,0.759,0.492,-10.338,0.12,0.736,0.00989,0.107,0.561,104.974,Electro
0Xcy81PsJCOO6mhLZaQyQ4,0.599,0.317,-11.212,0.174,0.748,0,0.111,0.203,148.09,Electro
5bJ1DrEM4hNCafcDd1oxHx,0.52,0.538,-8.109,0.206,0.367,0.00187,0.119,0.177,141.894,Electro
16umSNZfofRpDqTvf8DIAo,0.656,0.33,-8.771,0.162,0.818,0.00386,0.107,0.349,119.057,Electro
39NDBdU5Xkm5pCFGa5kZtI,0.802,0.463,-8.379,0.162,0.236,0.00531,0.105,0.291,103.961,Electro
4gT3mNJA8lnlkYFqGZ8IA2,0.516,0.546,-9.105,0.249,0.814,4.5e-06,0.0995,0.515,78.267,Electro
1oFEAWvPHP5TdSlmIs77sV,0.787,0.472,-10.032,0.113,0.64,5.22e-05,0.11,0.264,144.998,Electro
3YnwIp2b99p3e5dsFTXIIx,0.622,0.229,-11.322,0.0445,0.768,0.00906,0.134,0.0998,81.87,Electro
2JmFRXaJrkAUD2cs6U20KG,0.791,0.557,-9.622,0.0698,0.54,0,0.103,0.284,119.973,Electro
6dFn6my1sHK2bcf23GlHwM,0.533,0.496,-9.363,0.517,0.77,0.000164,0.0969,0.173,155.158,Electro
0EA2RhRHL4KWeNa7JfD1Yw,0.576,0.556,-6.474,0.231,0.812,0.125,0.0943,0.294,148.173,Electro
0y6EUHrKgUIEc0yqGg4acO,0.793,0.495,-8.631,0.0367,0.0379,2.68e-05,0.123,0.964,134.92,Electro
1gAGzNuRK9t1RtFjG136O4,0.679,0.27,-10.649,0.0454,0.589,0,0.0621,0.415,120.608,Electro
2ekdnv2xVIyAdG3ySoDDeY,0.344,0.537,-8.215,0.079,0.0727,0.000127,0.225,0.453,82.878,Pop
1tjHKKI0r82IB5KL29whHs,0.671,0.766,-3.1,0.0378,0.00224,0.000154,0.159,0.726,104.99,Rap/Hip Hop
1aRtduEHwvk2AMR87ji9Tg,0.652,0.0475,-27.987,0.17,0.485,0.231,0.143,0.607,59.608,Reggae
59wlTaYOL5tDUgXnbBQ3my,0.515,0.663,-7.896,0.0328,0.179,0.668,0.494,0.0756,120.024,Dance
7KT7VGnPU5QVXN3q1BOeqb,0.629,0.852,-5.094,0.0521,0.0865,0.0215,0.263,0.415,104.997,Dance
63yesoRJgXT5QALryYFV0X,0.515,0.686,-6.258,0.0929,0.00324,0.505,0.0647,0.148,140.013,Dance
2WWfjbHALIb3e7FMcj9mr4,0.558,0.733,-6.65,0.0693,0.0334,0.00193,0.193,0.173,89.992,Dance
5Nu5Uyoauauy9LFePYL1Z3,0.612,0.628,-6.754,0.0752,0.0358,0.00898,0.193,0.434,125.043,Dance
4YaNLEPw3MrIgkGOkBrAh2,0.566,0.587,-5.96,0.0308,0.0155,2.05e-05,0.111,0.246,82.046,Dance
7t7SLzJtQzD8wdJqwYD3XM,0.517,0.66,-6.175,0.0315,3.4e-05,0.252,0.571,0.0701,90.007,Dance
3VXrpkM94UBgL4voR20tZq,0.579,0.687,-6.859,0.0596,0.0381,0.0107,0.155,0.545,86.97,Dance
0KtzMx1GbkkPyA2TQceHoM,0.446,0.303,-7.031,0.0306,0.625,0.00136,0.0596,0.057,120.212,Dance
3CvMXAVFGmfq56tvUAa9ip,0.494,0.572,-5.688,0.034,0.0137,3.25e-06,0.433,0.229,85.11,Dance
1zyMwU1NtRDkuQWthUbGsL,0.218,0.464,-9.013,0.0335,0.0335,0.962,0.122,0.0414,139.32,Dance
4x6aawsLyPkF3aGPXGvbat,0.663,0.84,-5.618,0.0453,0.00534,0.342,0.169,0.2,108.022,Dance
6oNZ0WxqptE7V0qpjtyJ4a,0.294,0.697,-6.029,0.128,0.0398,0.00011,0.136,0.183,160.566,R&B
5k4MVfklNSMZZHB1jxvKrr,0.538,0.596,-8.389,0.045,0.00258,0.564,0.0835,0.0483,107.756,Dance
2pD1x1iL0gsvg7Kbhpuf8W,0.345,0.705,-7.744,0.04,0.159,0.00347,0.0874,0.0397,119.89,Pop
6Fba9RZtC6vTY814JToDtP,0.542,0.822,-7.201,0.0291,0.0745,0.00947,0.0645,0.772,130.011,Rock
0Eqm7hD828cATBLUx2fJox,0.743,0.679,-8.295,0.286,0.0757,0,0.347,0.618,147.752,Rock
5RAVmVpp66WaSDmqGmIAVh,0.816,0.838,-4.126,0.213,0.157,0.00175,0.143,0.664,94.191,Rock
02NKMA9cIkq6VuBNu9q9Wf,0.612,0.37,-11.548,0.0344,0.707,2.98e-06,0.23,0.777,152.548,Rock
2OHQhOiGIYaXqqJVIMpNrF,0.788,0.773,-5.272,0.099,0.0381,0,0.35,0.584,73.978,Rock
0JmQXH9W68mDblAIzwN6Or,0.494,0.676,-7.576,0.309,0.163,0,0.215,0.599,176.191,Rock
0PMHWkpdm0NfWp02cwLd2g,0.626,0.762,-3.627,0.0458,0.23,0,0.147,0.637,99.968,Rock
2AyJg7yxL7ifoDSe6z5pwk,0.594,0.703,-5.305,0.0671,0.191,1.14e-06,0.129,0.338,123.939,Rock
2MLmLnEKtyZSmi2bM7TfTU,0.679,0.898,-3.434,0.0432,0.0233,2.59e-06,0.161,0.514,127.944,Rock
0lGguDQAhugeruhDSU0QEI,0.566,0.957,-5.298,0.0616,0.00247,0.398,0.0921,0.173,150.042,Rock
5evMoANkwD0ppntSQEXOii,0.506,0.923,-3.371,0.0776,0.0719,0.000279,0.144,0.512,125.02,Rock
6ZSLLy6y5M2vY2XPgefwEX,0.509,0.919,-3.587,0.0792,0.00131,0,0.54,0.311,130.072,Pop
3z88wQ0lNqmzDjxtXrULCA,0.632,0.773,-5.191,0.108,0.163,8.76e-06,0.381,0.39,103.849,Alternative
6p2es8uOYkSkGp9W8mzWI2,0.621,0.783,-4.698,0.0471,0.00994,2.24e-06,0.383,0.203,101.976,Alternative
48jouLdBiPSIwXiMpsfvkA,0.512,0.628,-4.302,0.0359,0.00189,8.07e-05,0.0937,0.3,127.965,Alternative
7tr2za8SQg2CI8EDgrdtNl,0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,Rock
0Ws8D3EWUDgY962Xftb0h5,0.722,0.79,-4.867,0.241,0.152,0,0.0349,0.434,94.965,Pop
60APt5N2NRaKWf5xzJdzyC,0.784,0.728,-4.549,0.0539,0.34,0,0.222,0.713,110.165,Alternative
0lMbuWUpfTWhEmOKxppEau,0.753,0.76,-4.518,0.0859,0.446,3.13e-05,0.182,0.657,91.953,Alternative
4KaIJ1FWXUoAAnOts1YWjD,0.821,0.637,-4.276,0.161,0.433,0,0.209,0.778,86.01,Electro
08Wc3X7XNSyF8WYBPt2L8E,0.836,0.769,-2.334,0.0773,0.472,0.00157,0.0804,0.585,103.991,Electro
7iDxZ5Cd0Yg08d4fI5WVtG,0.713,0.889,-3.87,0.0376,0.169,5.8e-05,0.169,0.96,101.977,Electro
5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,-3.105,0.0571,0.0642,0,0.0943,0.872,101.018,Electro
0pJPdSVti6cTM1Q6xYGmcf,0.776,0.589,-4.543,0.115,0.319,0,0.0715,0.668,120.034,Electro
6KdmNK9MogmGcnO3wNZHhp,0.753,0.785,-6.53,0.174,0.112,0.000191,0.0633,0.85,148.015,Electro
2rUwQj4SWaP2anuGDtNpYR,0.932,0.702,-3.459,0.0904,0.00304,1.86e-05,0.267,0.533,143.001,Electro
4t1dkVSUytQdV6VstXWPmN,0.714,0.747,-6.505,0.0393,0.533,0.00893,0.125,0.0971,100.043,Electro
7oAraczbemGSNWqnbkU87R,0.515,0.378,-8.264,0.065,0.618,0,0.172,0.536,91.883,Electro
1LM6t24SjQr2bJHqeGIR4U,0.858,0.6,-6.677,0.063,0.547,0.00113,0.132,0.513,106.023,Electro
5ddXMXmXZ2FN4iliTG20nO,0.494,0.365,-8.92,0.0279,0.771,0.000978,0.139,0.191,165.766,Electro
701DK0It9f7iurRnzKvF0y,0.761,0.598,-5.838,0.0268,0.151,0.00259,0.0314,0.937,103.978,Electro
0oiCeOPwm4zhwfyIpAE37y,0.718,0.583,-7.884,0.0288,0.623,0.000662,0.0612,0.422,119.97,Alternative
77Y57qRJBvkGCUw9qs0qMg,0.546,0.657,-6.526,0.0255,0.386,1.03e-05,0.0983,0.52,80.007,Alternative
6eIygPhGcBFKKcxlGTJlY0,0.444,0.336,-7.778,0.0282,0.587,0.00274,0.132,0.392,183.345,Films/Games
1G4s7WkhgmdQvYaGCHjw1G,0.595,0.337,-11.06,0.0263,0.897,0.935,0.121,0.362,90.973,Alternative
1crSsvtU9wZB15dIQXV2QH,0.85,0.461,-9.018,0.0539,0.591,0.0409,0.1,0.628,94.038,Alternative
3TQbr3G3U5wlwEJejmqC1F,0.535,0.354,-8.61,0.026,0.73,1.24e-05,0.138,0.22,139.889,Pop
5KsLlcmWDoHUoJFzRw14wD,0.758,0.465,-6.547,0.0374,0.489,5.21e-05,0.116,0.759,138.902,Alternative
0Zrug5Ry3x6x60lohpEU0C,0.611,0.696,-6.737,0.0302,0.624,0.014,0.124,0.706,154.954,Rock
0kN8xEmgMW9mh7UmDYHlJP,0.578,0.574,-6.209,0.0454,0.196,0,0.083,0.301,174.152,Pop
2Dv7PTwSoB17f3VFDIKw8m,0.575,0.603,-8.2,0.0376,0.101,0.0381,0.0858,0.12,107.947,Pop
75Y88Zol5lYhme2YOI544T,0.696,0.87,-3.566,0.0487,0.00213,0.000229,0.0525,0.876,117.998,Pop
0pCTr2E9CtulIwNprituKi,0.611,0.413,-11.408,0.0352,0.876,0.0226,0.0799,0.0698,130.972,Pop
2hE5Lm5XOHR4t3xlhIFauP,0.633,0.621,-11.494,0.0313,0.042,0.0172,0.186,0.593,113.325,Pop
6r7T5cde4t5hRQH5l3Lb1j,0.638,0.936,-5.991,0.0457,0.536,0,0.239,0.919,137.8,Pop
12pdXFcruNcPUbZypKUDgz,0.567,0.863,-5.158,0.037,0.00462,4.77e-05,0.207,0.722,106.03,Pop
135EP4qT9Eo0Uu0fMIln2c,0.378,0.431,-5.257,0.0335,0.862,0,0.0867,0.336,140.719,Pop
18cCBvygH6yEFDY0cYN3wT,0.496,0.55,-5.418,0.034,0.00755,0.0122,0.0814,0.144,90.036,Pop
1JY6B9ILvmRla2IKKRZvnH,0.47,0.706,-4.902,0.0322,0.034,1.31e-06,0.0726,0.327,88.519,Pop
4DHkzbZSWxsCsvRoEzr28A,0.517,0.74,-5.059,0.0341,0.00574,0.00179,0.109,0.174,110.001,Pop
6BivCuyKJtgLa9ooFsvUoZ,0.589,0.713,-3.756,0.0976,0.0331,0.000411,0.178,0.547,92.018,Pop
1LikBIcmCec6zE64SHFcMK,0.636,0.499,-5.775,0.041,0.00744,0.0169,0.112,0.234,90.996,Pop
0AnJGlNdR56Hco4c2f4IYz,0.482,0.757,-3.387,0.042,0.0297,0,0.0819,0.412,95.002,Pop
5OsKqfRR6OuGGaMcKPG1ti,0.319,0.64,-3.872,0.032,0.424,2.63e-06,0.294,0.0805,140.054,Pop
0nejfXN5tjdICWIdfakXWx,0.621,0.74,-6.925,0.034,0.0244,0.00219,0.174,0.349,119.993,Rap/Hip Hop
2lNFWUrxuNaQsf5I1pDTPr,0.215,0.437,-8.103,0.0309,0.206,0.576,0.0696,0.0445,127.595,Pop
2JgbGCxtzRp6wL5H1DgxV7,0.312,0.545,-5.336,0.0796,0.0968,0.093,0.277,0.114,128.124,Electro
786ymAh5BmHoIpvjyrvjXk,0.444,0.35,-7.194,0.0483,0.453,0.109,0.0824,0.0973,95.979,Rap/Hip Hop
1p2t6x0xFXuB6zWcZZ0SmZ,0.444,0.267,-11.003,0.124,0.39,0.875,0.102,0.0734,135.108,Rap/Hip Hop
1Y9EQOGTAeHwVyIcX3Dsi4,0.526,0.102,-15.142,0.11,0.739,0,0.0888,0.32,139.085,Dance
0GN3fXUdsTHeUg50xfDS0V,0.533,0.545,-7.681,0.0243,0.207,0.797,0.113,0.419,98.014,Dance
0ZNYGrmcehorhh9JOeg5Iv,0.714,0.306,-12.111,0.0388,0.726,0.168,0.0924,0.314,129.984,Rap/Hip Hop
5vtyFzfLkCSJvXEZFjQAa1,0.426,0.476,-6.64,0.0741,0.185,0,0.327,0.169,179.793,Rap/Hip Hop
6YQeOwMMAkB9MV9yMWmrjh,0.594,0.728,-6.917,0.0281,0.216,0.0881,0.124,0.687,137.97,Electro
1wjzFQodRWrPcQ0AnYnvQ9,0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,Dance
0LtOwyZoSNZKJWHqjzADpW,0.303,0.9,-2.352,0.0574,0.0277,0.635,0.11,0.491,149.508,Electro
51lPx6ZCSalL2kvSrDUyJc,0.538,0.131,-14.104,0.0316,0.983,0.00522,0.156,0.32,136.149,Electro
7peh6LUcdNPcMdrSH4JPsM,0.842,0.384,-11.384,0.0354,0.638,0.000505,0.0998,0.604,84.026,Electro
35LDid9nvuYrUyZk5qGD0i,0.664,0.734,-8.024,0.0343,0.033,0.0404,0.0801,0.84,101.348,Electro
